Word,POS
ಮ,
ನಾಣಕ್ಯ,
ವೇತ್ತೋ,
ಜನಾ,
ವತ್,
ರೆತೋತೊ,
<END>,
<START>,
ವು,
ಕು,
ಖತರ್ನಾಕ್,
ಚ?,
<END>,
<START>,
ಮ,
ವೊನ್,
ಲೇರ್,
ಜರೂರತ್,
ಛೆನಿ,
<END>,
<START>,
ವು,
ಹಯಿ,
ಕರೆರ್,
ಹಿಮ್ಮತ್,
ಕಿದೋಕೋನಿ,
<END>,
<START>,
ಮಾರ್,
ವಿರೋಧ,
ಕರೆರ್,
ತೊನ್,
ಹಿಮ್ಮತ್,
ಕು,
ವಿ?,
<END>,
<START>,
ವು,
ಹಯಿ,
ಕರೆರ್,
ಧೈರ್ಯ,
ಕಿದೋಕೋನಿ,
<END>,
<START>,
ವೊನ,
ಮಾತಿ,
ವಾತೆ,
ಕರೆರ್,
ಹಿಮ್ಮತ್,
ಛೆನಿ,
<END>,
<START>,
ಮನ್,
ಜಾಯೆರ್,
ವಚ,
ಕೇನ,
ಮನ್,
ಅನ್ಸಾಯೇನೀ,
<END>,
<START>,
ಈ,
ಮಾರ,
ವಿಚಾರ್,
ಚ,
<END>,
<START>,
ವೊನ,
ಚಮಕಾಯೇಲಗಾ,
ವು,
ಭರೇನಿ,
<END>,
<START>,
ವೋರ,
ಭಾಷಣಾರ,
ಅಂಶ,
ಅತ್,
ಚ,
<END>,
<START>,
ಸೆ,
ಫೂಲ್,
ಏಕ್,
ದಮ್,
ಫೂಲೇನಿ,
<END>,
<START>,
ತು,
ಟೈಮರ್,
ಪಾಲನ್,
ಕರನು,
<END>,
<START>,
ಆಚ್,
ಫಲಿತಾಂಶೇರ,
ವಾಸ,
ಯೇನ,
ವಾರೆಮ್,
ಏಕ್,
ವಣಾ,
ಕರೋ,
<END>,
<START>,
ತು,
ಮನ್,
ಮೊದಲೆಜ್,
ಕೇರ್,
ವೇತ್ತಿ,
<END>,
<START>,
ಮ,
ತೋನ,
ಸಹಾಯ,
ಕರು,
ಕ?,
<END>,
<START>,
ಕೃಪಯಾ,
ಮನ್,
ಸಹಾಯ,
ಕರೆಚಿ,
ಕ?,
<END>,
<START>,
ತು,
ತಾರ್,
ಸಾಲಾ,
ಭರನು,
<END>,
<START>,
ಹಮ್,
ಕಾಂಯಿ,
ಕೇಮಾನಿ,
<END>,
<START>,
ಈ,
ಕಾಂಯಿ,
ಚ,
ಕೇನ,
ತು,
ವಿಚಾರ್,
ಕರ್ರೊಚಿ?,
<END>,
<START>,
ವು,
ಹರಿ,
ವೊರ್,
ಟೆಲಿಫೋನ್,
ಕನ್ನಾ,
ಚಾವಜನಾ,
ಉಪಯೋಗ,
ಕರಸಕಚ,
ಕೆ,
<END>,
<START>,
ತಮ್,
ವೊನ,
ದಿಟೇಕತೋ,
ವೊನ,
ಮಾರ,
ನಮನ,
ಕೋ,
<END>,
<START>,
ವು,
ವೃದ್ಧಿರ,
ಪೂಚೆರ,
ಹಿಮ್ಮತ್,
ಕಿದೋಕೋನಿ,
<END>,
<START>,
ಕಾಂಯಿ,
ಚಾಲರೋಚ?,
<END>,
<START>,
ಭಾರತೇರ,
ಜಗತ್ತೆರ್,
ಸೆತ್ತಿ,
ಜೂನ್,
ನಾಗರಿಕತೆ,
ಚ,
<END>,
<START>,
ವು,
ವೊರ್,
ನೊಕರಿ,
ಗಮಾಸಕಚ,
<END>,
<START>,
ಮ,
ವೊನ,
ಭಳೆರ್,
ಜರೂರತ್,
ವೇತ್ತಿಕೋನಿ,
ಜನಾ,
ಏಕ್,
ಪತ್ರ,
ದೇಮಲೋ,
<END>,
<START>,
ತು,
ಮನ್,
ಸ್ಟೇಷನೇರ,
ರಸ್ತಾ,
ದಕಾಳೆಚಿ,
ಕ?,
<END>,
<START>,
ಮಾರ,
ಜೀವ್,
ಬಚಾಡೇನ,
ಮ,
ಜೋರ,
ಧಾಸೋ,
ಅನ,
ಸುರಕ್ಷಿತ,
ಪುಚಗೊ,
<END>,
<START>,
ತು,
ಖಡ್ಡಿ,
ನ,
ಖರಾಸಣು,
<END>,
<START>,
ಹಮ್,
ಘಣ್,
ವಾತೆ,
ಕೀದೆಚಾ,
<END>,
<START>,
ತು,
ಮಾರ,
ವಾಸ,
ಹುಬರೆರ್,
ಜರೂರತ್,
ವೆತ್ತಿಕೋನಿ,
<END>,
<START>,
ಹಮ್,
ವೊನ,
ಅತ್ರಾಯಿ,
ವಡಿ,
ಢುಂಡೆಚಾ,
<END>,
<START>,
ಮ,
ವೊನ,
ಅಜಿ,
ಏಕ್,
ವಣಾ,
ಪುಚೋಕತೋ,
ವು,
ಮತ್,
ಕಚ,
ಕೇನ,
ಮನ್,
ಚಮಕಣಿ,
ವೇತ್ತಿ,
<END>,
<START>,
ವು,
ವೊರ್,
ಬಗೀಚಾರ,
ಗೆಟೆರ್,
ಭಾರ,
ತಾಸಗಟ್ಟಲೆ,
ಬೇಟಿತಿ,
<END>,
<START>,
ಅಗ್ನಿಶಾಮಕ,
ದಳವಾಳ,
ಪರಿಸ್ಥಿತಿ,
ಹತೋಟಿಮ,
ಲಾಯೇ,
<END>,
<START>,
ತೋನ,
ಅಜಿ,
ಏಕ್,
ಕಪ್,
ಕಾಫಿ,
ಚಾವ,
ಕ?,
<END>,
<START>,
ವು,
ಅತ್ರಾ,
ಜೋರ್,
ನ,
ರಮ್ಮೆರ್,
ವೇತ್ತಿ,
<END>,
<START>,
ಈ,
ಬರೆ,
ಏಕ್,
ಸಾಕಿ,
ಚ,
<END>,
<START>,
ಹರ್,
ಏಕ್,
ವಿದ್ಯಾರ್ಥಿಮ,
ಕಾಂಯೀತೊಬಿ,
ಸಾಮರ್ಥ್ಯ,
ರಚ,
<END>,
<START>,
ಮ,
ಗುರುವಾರೇರ್,
ಜಾವುಂಚು,
<END>,
<START>,
ವಾಯಾರ,
ಆಂಗ,
ಕ್ರಿಕೆಟ್,
ರಮ್ಮತೋತೊ,
<END>,
<START>,
ಮ,
ತಾರ,
ವಾಸ,
ಬಾಕ್ಸ್,
ಘರೇಮ್,
ಲೆಜಾಂವು,
ಕ?,
<END>,
<START>,
ವು,
ಆವಚ,
ಪಣ,
ಮನ್,
ಆಶ್ಚರ್ಯ,
ವೇಣು,
<END>,
<START>,
ಬಹುಶಃ,
ವು,
ರಾಮಾರ,
ಭೇನ,
ಕಾವ,
<END>,
<START>,
ಬಹುಶಃ,
ಹಮ್,
ಆಂಗೇರ್,
ಮೀನಾ,
ಶಿಮ್ಲಾ,
ಜಾಮಾಚಾ,
<END>,
<START>,
ಮಾರ,
ಭೇನ,
ಕಾಲೇನ,
ವರ್ಣಮಾಲಾ,
ವೊದಿತಿ,
<END>,
<START>,
ಪಿಯೆರ್,
ಪಾಣಿ,
ಮಳರೋಕೊಂತಿ,
<END>,
<START>,
ಎ,
ಸಮಸ್ಯಾರ,
ಎಕ್ಕಿ,
ಮಿಲಿಟರಿ,
ಪರಿಹಾರ,
ಛೆನಿ,
<END>,
<START>,
ತು,
ಕಾರ್,
ನ,
ಧೊಯೆರ್,
ಜರೂರಿ,
ಚ,
<END>,
<START>,
ವು,
ದೆಕೇರ್,
ಲಾಯಕ್,
ನಜಾರಾ,
ವೇತ್ತೋ,
<END>,
<START>,
ವೊ,
ಮೊದಲೆಜ್,
ದರಗೆಚ,
ಮನ್,
ಖಾತ್ರಿ,
ಚ,
<END>,
<START>,
ತು,
ಮನ್,
ತಾರ್,
ಫೋನ್,
ಉಪಯೋಗ್,
ಕರೆನ್,
ಅನುಮತಿ,
ದೇಚಿ,
ಕ?,
<END>,
<START>,
ಮನ್,
ದಾಡ್ಡಿ,
ಬೀಚೆನ್,
ಜಾಯೆರ್,
ಚಟಾ,
ವೇತ್ತಿ,
<END>,
<START>,
ವು,
ಬಹುಶಃ,
ವೊರ್,
ಡ್ರೈವಿಂಗ್,
ಪರೀಕ್ಷಾ,
ಸರಳ್,
ಪಾಸ್,
ವಚ,
<END>,
<START>,
ಕೆನ್ನಿ,
ಮಾಯಿ,
ಆಯೆರ್,
ಅನುಮತಿ,
ಛೆನಿ,
<END>,
<START>,
ಮ,
ಸಿನಿಮಾಮ,
ಬಿ,
ಕಾಮ್,
ಕರುಚು,
<END>,
<START>,
ಬಹುಶಃ,
ವು,
ಸಭೆರ,
ಬಗ್ಗೆ,
ಭೂಲನಾಕೊ,
ವೇಣು,
<END>,
<START>,
ಮ,
ತಾಜ್,
ಮಹಲೆನ್,
ಜಾಯೆರ್,
ಸಲಹೆ,
ದೂಚು,
<END>,
<START>,
ವಸ್,
ಎಕ್ಕಿ,
ಅವಕಾಶ,
ಛೆನಿ,
<END>,
<START>,
ಕೊಯಿ,
ಫೋನ್,
ಪಾಡೇಕೋನಿ,
<END>,
<START>,
ವು,
ಸತ್ರಿತಿ,
ವೂಪರ್,
ಚ,
ಕೇನ,
ಮನ್,
ಖಾತ್ರಿ,
ಚ,
<END>,
<START>,
ಮ,
ವೊನ,
ಭಳೆರ್,
ಜರೂರತ್,
ವೆತ್ತಿಕೋನಿ,
<END>,
<START>,
ಎ,
ವಿಷಯಪರ,
ದಸೆಕ್,
ಭ್ರಮೆ,
ಚ,
<END>,
<START>,
ರಾಮ,
ಜೋರ್,
ಧಾಸಚ,
<END>,
<START>,
ಗೋವಿಂದ,
ಸ್ಪಷ್ಟ,
ಓದಚ,
<END>,
<START>,
ಇ,
ನಿರ್ಲಕ್ಷ್ಯ,
ಚ,
<END>,
<START>,
ವು,
ವೊರ್,
ಬಾಜುಮ,
ಬೇಟಿತಿ,
<END>,
<START>,
ಸೂರ್ಯ,
ಅಪಣ,
ಉಪರ್,
ಕತ್ರಾನ್,
ರಚ,
<END>,
<START>,
ತು,
ಇ,
ಪೂರಾ,
ಪುಸ್ತಕ,
ಓದಮಲೋಚಿ,
ಕ?,
<END>,
<START>,
ವು,
ಸೆ,
ಧೋಳ್,
ಸೆಮಾನ್,
ಪೆರಮಲೀತಿ,
<END>,
<START>,
ವು,
ವೋರ,
ಸಾಲಾ,
ಅಂತೇರ್,
ಪಿಸಾಲಗಾ,
,
ಫೆಡೊ,
<END>,
<START>,
ಅಂಕಿ,
ಅಂಶ,
ತಪ್ಪ್,
ಚ,
ಕೇನ,
ಸ್ಪಷ್ಟ,
ವೇಗಿಚ,
<END>,
<START>,
ಲಕ್ಕೀಚ,
ವು,
ಬಚಗೊ,
<END>,
<START>,
ಮ,
ಇ,
ಲಾರ್,
ಸಾಮಳ್,
ಮಲೋಚು,
<END>,
<START>,
ಇ,
ಅಂತಿಮ,
ವರದಿ,
ಕಾವ,
<END>,
<START>,
ವಸ,
ಉತ್ಪನ್ನೇರ,
ಉಪಯೋಗ್,
ಕಾಂಯಿ,
ಚ?,
<END>,
<START>,
ವಂದಾಡ್,
ವು,
ತಡಾ,
ಕರನ್,
ಆಯೋ,
<END>,
<START>,
ಹಮ್,
ಅಬ್,
ಕಾಮ್,
ಕರೆರ್,
ಶುರು,
ಕರಾಚಾ,
<END>,
<START>,
ವು,
ದಸೆಕ್,
ನಿಮಿಷೇರ್,
ಆಂಗ್,
ಅತ್,
ಫೋನ್,
ಕಿದೋತೋ,
<END>,
<START>,
ಮಾರ್,
ಕನ್ನ,
ಕಾಲ್,
ಕಾಲಜ್,
ವೊರ್,
ಏಕ್,
ಪತ್ರ,
ಆಯೋತೊ,
<END>,
<START>,
ವು,
ಅತ್,
ದಾಡ್ಡಿ,
ಆವಚ,
<END>,
<START>,
ಕಾಲ್,
ಮಾರ,
ಗೋಡೇನ,
ಚೋಟ,
ಲಾಗ್ಗಿ,
<END>,
<START>,
ಮ,
ವೊತಿ,
ವಾತೆ,
ಕರಲಿದೋಚು,
<END>,
<START>,
ದರಗಿ,
ಜೋಣ,
ಟೈಮ್,
ಕನ್ನಾಯಿ,
ವಾಪಸ್,
ಆಯೆನಿ,
<END>,
<START>,
ಮ,
ಅಬ್,
ಬೆಂಗಳೂರೆಮ,
ಛೆನಿ,
<END>,
<START>,
ಜನಾತಿ,
ಮ,
ವೊನ,
ದಿಟೊಕೊಂತಿ,
<END>,
<START>,
ಶ್ರೀ,
ಹರಿ,
ಮೊದಲ್,
ಅತ್,
ರೆತೊತೋ,
<END>,
<START>,
ಮ,
ತೋನ,
ದೀ,
ವಣಾ,
ಕೇಮಲೋಚು,
<END>,
<START>,
ಮ,
ವೊನ,
ಏಕ್,
ವಣಾ,
ಬಿ,
ದಿಟೊಕೊಂತಿ,
<END>,
<START>,
ಯೇತಿ,
ಮಾರ,
ಜವಾಬ್ದಾರಿ,
ಅಜಿ,
ಜಾಸ್ತ್,
ವಚ,
<END>,
<START>,
ವು,
ಕನ್ನಾಯಿಕ್,
ತಪ್ಪ್,
ಕರುಕರಚ,
<END>,
<START>,
ವು,
ಅತ್,
ಘಣ್,
ಕಮ್,
ಆವಚ,
<END>,
<START>,
ಪೋಸ್ಟ್ಮನ್,
ಅಜಿ,
ಫೋನ್,
ಕಿದೋ,
<END>,
<START>,
ವು,
ಕನ್ನಾಯಿಬಿ,
ಜಾಸ್ತ್,
ಕರೆರ್,
ಕೊಶಿಸ್,
ಕರಚ,
<END>,
<START>,
ವು,
ಕನ್ನಾಯಿಬಿ,
ಬಗರ್,
ತೈಯಾರಿರ,
ಆವಚ,
<END>,
<START>,
ನಾಣಕ್ಯಾಸೋ,
ಮಿಂಡಿರ,
ಪಿಲ್ಲಾ,
ಮೆರೀರ,
ಜೋಡಿ,
ಅತ್ರಾಯಿ,
ವಡಿ,
ಜಾತೋತೊ,
<END>,
<START>,
ಮಾರ,
ಭಾಯಿ,
ಭಾರ್,
ಚ,
<END>,
<START>,
ಘೊಡೊ,
ಧಾಸನ್,
ಗೆ,
<END>,
<START>,
ಸಿಖ್,
ಬಹಾದ್ದೂರಿತಿ,
ಲಡೆ,
<END>,
<START>,
ಛೋರಾ,
ಮೆಹನತೆತಿ,
ಕಾಮ್,
ಕರಚ,
<END>,
<START>,
ತೋನ,
ತಾರ್,
ಕಾಮೆಮ,
ಸಫಲತೆ,
ಮಳಚ,
<END>,
<START>,
ಯೆರ,
ದಸೆಕ್,
ಕಾರಣ,
ಚ,
<END>,
<START>,
ಮ,
ಘಣ್,
ನಿರಾಶ,
ವೇತ್ತೋ,
<END>,
<START>,
ಈ,
ಸಾಕಿ,
ಠೀಕ್,
ಲಕ್ಕಮಲೆಚ,
<END>,
<START>,
ವು,
ಎ,
ಸಮಸ್ಯೆಪರ್,
ದೀ,
ವರ್ಸೆರ್,
ಕಾಮ್,
ಕರ್ರೋಚ,
<END>,
<START>,
ಛೋರಾ,
ಜೋರ್,
ನಿಂದೆಮ,
ಸೂತೋತೊ,
<END>,
<START>,
ಸಾವಕಾಶ,
ಅನ,
ದುಖೇಮ್,
ಹಮ್,
ವೊನ,
ಹೆಟ್,
ಸವಾರೆ,
<END>,
<START>,
ತು,
ಹಯಿ,
ನ,
ಕರನು,
<END>,
<START>,
ವು,
ಘಣ,
ನಿಸ್ಕಾಳಜಿ,
ಚ,
<END>,
<START>,
ಬಾಯಿ,
ಘರೆಮ್,
ಎಕ್ಲಿ,
ವೇತ್ತಿ,
<END>,
<START>,
ವು,
ಠೀಕ್,
ಚ,
ಕ?,
<END>,
<START>,
ಅಬ್ಬೆಲಗಾ,
ಕಾಮ್,
ಖುಟೊಕೊಂತಿ,
<END>,
<START>,
ವು,
ಅಧಿಕಾರೇರ,
ಸಮ್ಮಾನ,
ಕರಚ,
ಕೇನ,
ನಿರೀಕ್ಷೆ,
ಕರಸಕಾಚಾ,
ಕ,
<END>,
<START>,
ಇ,
ಬರೆ,
ಏಕ್,
ಮಾಣಸ್,
ಚ,
<END>,
<START>,
ಎ,
ಅಂಬಾ,
ಪಾಕಮಲೇಚ,
<END>,
<START>,
ಮ,
ಪೂರಾ,
ತೈಯಾರ್,
ಚು,
<END>,
<START>,
ತು,
ಘಣ್,
ತಪ್ಪ್,
ಚಿ,
<END>,
<START>,
ತಮ್,
ಕರನಾಕೊ,
ಜೆರ್,
ಪಚ,
ಬದಲಾವಣೆನ,
ಸೇವ್,
ಕರೋ,
<END>,
<START>,
ಸಮುದ್ರ,
ಘಣ್,
ಬಿರುಗಾಳಿ,
ಚ,
<END>,
<START>,
ಮ,
ಘಣ್,
ವ್ಯಸ್ಥ,
ಚು,
<END>,
<START>,
ವು,
ಮಾರ,
ಉದ್ದೇಶೇರ್,
ವಾಸ,
ಘಣ್,
ಆಚೊಚ,
<END>,
<START>,
ತು,
ಭಾಗಶಃ,
ಸರಿ,
ಚಿ,
<END>,
<START>,
ಘಣ್,
ತೈಯಾರಿ,
ಕರನು,
ಪಡಚ,
<END>,
<START>,
ತು,
ಪೂರಾ,
ತಪ್ಪ್,
ಚಿ,
<END>,
<START>,
ಅಬ್,
ಹಾಲತ್,
ಠೀಕ್,
ಛೆನಿ,
<END>,
<START>,
ವು,
ಠೀಕ್,
ಗೀದಗಾವಚ,
<END>,
<START>,
ತು,
ಕಾ,
ದರಗೊತೋ?,
<END>,
<START>,
ವು,
ರಾಮೇರ್,
ಅತ್ರಾ,
ಲಾಂಬೊ,
ಚ,
<END>,
<START>,
ಹಮ್,
ವೋರ,
ವಿರೋಧ,
ಕರ್ರೆಕೊಂತಿ,
<END>,
<START>,
ಖರೆ,
ತು,
ತಪ್ಪ್,
ಸಮಜಮಲೋಚಿ,
<END>,
<START>,
ಜನಾಜ್,
ವು,
ಸಾಲಿ,
ಛೋಡನಾಕೊ,
<END>,
<START>,
ಅಸ,
ಸಮಸ್ಯೆ,
ಆವು,
ಕರಚ,
<END>,
<START>,
ವು,
ಅಬ್,
ಘಣ್,
ಠೀಕ್,
ಚ,
<END>,
<START>,
ಹವಾಮಾನ,
ಘಣ,
ಆಚೊಚ,
<END>,
<START>,
ತು,
ಪತ್ರ,
ಟೈಪ್,
ಕಿದೋಚಿ,
ಕ?,
<END>,
<START>,
ಖರೆ,
ಇ,
ಘಾಣ್,
ದುಕ್ಖಎರ್,
ಸಂಗತಿ,
ಚ,
<END>,
<START>,
ಹಮ್,
ಘಣ್,
ಜಲ್ದಿ,
ವೂಟಗೆ,
<END>,
<START>,
ಮನ್,
ಇ,
ಸಾಮಳನ್,
ಘಣ್,
ಖುಷಿ,
ವಿ,
<END>,
<START>,
ಘಣ್,
ಅಡಗಿ,
ಕರೆವಾಳ್,
ಸಾರ್,
ಬಿಗಾಡಚ,
<END>,
<START>,
ಆಟ,
ಎಕ್ಕಜ್,
ಚ,
<END>,
<START>,
ಸೆ,
ಪಿಸಾತಿ,
ಚಲಾಯೆರ್,
ವೇನಿ,
<END>,
<START>,
ತೋನ,
ಪೂರಾ,
ಖಾತ್ರಿ,
ಚ,
ಕ,
<END>,
<START>,
ಕಾರೆಮ್,
ಕಾಂಯಿ,
ಸಮಸ್ಯೆ,
ಛೆನಿ,
<END>,
<START>,
ರೈಲ್ವೆ,
ಸ್ಟೇಷನ್,
ದೂರ್,
ಚ,
<END>,
<START>,
ಆಂಗ,
ದಾಡ್,
ಕಠಿಣ,
ಚ,
<END>,
<START>,
ವು,
ಸಾಮಳನ್,
ಮನ್,
ಘಣ್,
ಖುಷಿ,
ವಿ,
<END>,
<START>,
ಡ್ರೆಸ್,
ನಾಳಿ,
ನಾಳಿ,
ಆಕಾರ,
ಅನ,
ರಂಗೇರ್,
ಆವಚ,
<END>,
<START>,
ಚಾಲೇರ್,
ಘಣ್,
ದೂರ್,
ವೇತ್ತಿ,
<END>,
<START>,
ಘಣ್,
ದೂರೆಲಗಾ,
ಚಾಲೇರ್,
ವೇತ್ತಿ,
<END>,
<START>,
ವು,
ದಸೆಕ್,
ನಿಮಿಷೇರ್,
ಆಂಗ್,
ಆಯಿತಿ,
<END>,
<START>,
ವು,
ಸೆ,
ಕಾಳ್,
ಸೆಮಾನ್,
ಪೆರಮಲೀತಿ,
<END>,
<START>,
ಹಮಾರ್,
ಘಣ್,
ಸತ್ಕಾರ್,
ಕಿದೆ,
<END>,
<START>,
ತಮಾರ್,
ಲಡಾಯಿ,
ಹಮಾರ್,
ವಿರುದ್ಧ,
ಚ,
<END>,
<START>,
ಮ,
ಖರೆ,
ಸವಾರ್,
ವೋರ,
ನಿರೀಕ್ಷೆ,
ಕರುಚು,
<END>,
<START>,
ವೊನ,
ವಾತೆ,
ಕರೆರ್,
ವಿಕೋನಿ,
ವು,
ಘಣ್,
ರಿಸೆಮ್,
ವೇತ್ತೋ,
<END>,
<START>,
ತು,
ಘಣ್,
ಆತುರ,
ಚಿ,
<END>,
<START>,
ಇ,
ಧೃಡ,
ವಿಕೊಂತಿ,
<END>,
<START>,
ವು,
ಕುಣಸಿ,
ಆಭರಣ,
ಘಾಲಿಕೊಂತಿ,
<END>,
<START>,
ರಹಸ್ಯ,
ಬಯಲ್,
ವೇಗೋಚ,
<END>,
<START>,
ವೊನ,
ಠೀಕ್,
ಕಳಜತ್ರಾ,
ವಯಸ್,
ವೇಮಲಿಚ,
<END>,
<START>,
ಮ,
ಜಾಸ್ತ್,
ಜಾವುನಿ,
<END>,
<START>,
ತಾರ್,
ಪಸಂದೆರ್,
ಡ್ರೆಸ್,
ಕುಣಸ್,
ಚ,
<END>,
<START>,
ವು,
ವೋರ,
ನಾಮ್,
ಕಿಕೋನಿ,
<END>,
<START>,
ಎ,
ಸೆ,
ಮಾಣಸೇನ,
ಖತರನಾಕ್,
ಚ,
<END>,
<START>,
ತು,
ಜೋರ್,
ವಾತೆ,
ಕರೆರ್,
ಜರೂರತ್,
ಛೆನಿ,
<END>,
<START>,
ತಾರ್,
ಗಡಿಯಾರ,
ಪಾಂಚ್,
ನಿಮಿಷ,
ಘಣ್,
ಜೋರ್,
ಚ,
<END>,
<START>,
ವು,
ಸೋಮವಾರೆರ್,
ದರಗೊ,
<END>,
<START>,
ವೋರ,
ಆರೋಗ್ಯ,
ಮೊದಲೇತಿ,
ಜಾಸ್ತ್,
ಮಾಂದ್,
ಚ,
<END>,
<START>,
ಕತ್,
ಕೋ,
ಏಕ್,
ಸ್ಕ್ರೂ,
ಢೀಲೊ,
ವೇಮಲೋಚ,
<END>,
<START>,
ಮ,
ಅಬ್,
ವಿಷಯ,
ನಾಳಿ,
ಥರಾತಿ,
ದೇಕುಚು,
<END>,
<START>,
ವೊ,
ಬರೆ,
ವುನೇರ್,
ಬಗ್ಗೆ,
ವಿಚಾರ್,
ಕರಚ,
<END>,
<START>,
ಬಾಗಲ್,
ತೂಟೊ,
ಅನ,
ವೊ,
ಮಾಯಿ,
ಆಯೆ,
<END>,
<START>,
ತಮಾರ್,
ಸೆ,
ಕಾಮ್,
ಏಕ್,
ಜಾಗ್,
ಭೇಳೋಮತ್,
<END>,
<START>,
ಅತ್,
ಜಡ್ದ್,
ಘಣ್,
ಸಾಮಾನ್ಯ,
ಚ,
<END>,
<START>,
ಪೆಸೆಂಟ್,
ಆಜ್,
ಠೀಕ್,
ಛೆನಿ,
<END>,
<START>,
ಅಪಣ,
ದಾಡ್ಡಿ,
ಪಾಣಿ,
ಪಿಣು,
<END>,
<START>,
ಅತ್ರಾ,
ಜೋರ್,
ಚಾಲೋಮತ್,
<END>,
<START>,
ವೊನ,
ಘಣ್,
ಅವಮಾನ,
ಕಿದೆ,
<END>,
<START>,
ತು,
ಮನ್,
ಕನ್ನಾಯಿ,
ಕಾ,
ಕೇಕೊನಿ,
ಕೇನ,
ಮನ್,
ಆಶ್ಚರ್ಯ,
ವಚ,
<END>,
<START>,
ಲೇಖಕ,
ಕುಣ,
ಚ?,
<END>,
<START>,
ತಮಾರ್,
ಕ್ಲಾಸೆಮ್,
ಕತ್ರಾ,
ಚೋರಾನೋ,
ಚ?,
<END>,
<START>,
ಮನ್,
ವಿಶ್ವಾಸ್,
ವೆರಿಕೊಂತಿ,
<END>,
<START>,
ಚಾಂದಾ,
ಕತ್ರಾ,
ಚಳಕಾ,
ಮಾರಚ,
<END>,
<START>,
ತು,
ಕಾ,
ತಡಾ,
ಕಿದೋ?,
<END>,
<START>,
ಮ,
ಹೂಯೋಜೋಣ,
ಘರ್,
ಮನ್,
ಹರ್ದೆ,
ಚ,
<END>,
<START>,
ವು,
ಜೋರ್,
ವಾತೇ,
ಕಿದೋ,
<END>,
<START>,
ರಾಮಾ,
ಹಮಾರ್,
ಫಾಸ್ಟ್,
ಬೌಲರ್,
ಚ,
<END>,
<START>,
ವು,
ಬಾಜೂರ್,
ಘರೆಮ್,
ರಚ,
<END>,
<START>,
ವು,
ಲಾರೇರ್,
ಬಾಗಲೆನ್,
ಗೆ,
<END>,
<START>,
ಈ,
ಏಕ್,
ಕಠಿಣ,
ಮೊತ್ತ,
ಚ,
<END>,
<START>,
ವು,
ಕ್ಲಾಸೆಮ,
ಸೆತ್ತಿ,
ಆಚೊ,
ಛೋರಾ,
ಚ,
<END>,
<START>,
ಪರೀಕ್ಷೆ,
ಆಂಗ್,
ಘಾಲನಾಕೇಚ,
<END>,
<START>,
ವು,
ಅಪರಾಧ,
ಕರೆನ್,
ಘಣ್,
ಜೋರ್,
ಚ,
<END>,
<START>,
ತು,
ಜಲ್ದಿ,
ವುಟೆಚಿ,
ಕ?,
<END>,
<START>,
ಮಾಸ್ತರೇನ,
ವೊ,
ಛೋರಾರ,
ಬಗ್ಗೆ,
ಆಚ್,
ವಿಚಾರ್,
ಚ,
<END>,
<START>,
ವು,
ವೊರ್,
ಮಾ,
ಬಾಪೇನ,
ಎಕ್ಲೊ,
ಬೇಟಾ,
ಚ,
<END>,
<START>,
ಹಮಾರ್,
ಕನ್ನ,
ಏಕ್,
ವಾರೆನ್,
ವ,
ಜತ್ರಾ,
ಖಾಣೊ,
ಚ,
<END>,
<START>,
ವು,
ಮೂರ್ಖೇತೀ,
ಆಚೊ,
ಕಾವ,
<END>,
<START>,
ವು,
ಕಜೋಣ,
ಕಾಂಯಿ,
ಖರೆ,
ಕಾವ,
<END>,
<START>,
ವೊಪರ್,
ಬಿ,
ಅಟ್ಯಾಕ್,
ವೇಗಿಚ,
<END>,
<START>,
ವು,
ಭಾರತೇರ್,
ಭಾರ,
ಜಾಸ್ತ್,
ಪರಿಚಿತ,
ಛೆನಿ,
<END>,
<START>,
ಯೇತಿ,
ದಸೆಕ್,
ಮಾಣಸೇನ,
ಚಿಂತ್ಯಾ,
ವೇರಿಚ,
<END>,
<START>,
ಮ,
ವೊನ,
ವೊಲ್ಕಾಣಿ,
ಪಕಡೊಕೊನಿ,
<END>,
<START>,
ರಾಮ,
ಅನ,
ಹರಿರ,
ಕನ್ನೇರ್,
ಸಂಬಂಧ,
ಚ,
<END>,
<START>,
ಮ,
ವೊನ,
ಅಬ್,
ದಿಟೋಕೊಂತಿ,
<END>,
<START>,
ಮನ್,
ಎ,
ವಾತೇಪರ್,
ಪೂರಾ,
ಭರೋಸಾ,
ಚ,
<END>,
<START>,
ವು,
ಮಳೆರ್,
ಅತ್ರಾ,
ಸರಳ್,
ಕಾವ,
<END>,
<START>,
ವು,
ಘಣ್,
ಛಂದ್,
ತೈಯಾರ್,
ವೇಮಲಿಚ,
<END>,
<START>,
ಪಣ,
ಅಬ್ಬೆಲಗಾ,
ಪಾಣಿ,
ಆಯೆಕೊಂತಿ,
<END>,
<START>,
ಪ್ರಯಾಣಿಕ,
ಚಮಕಗೆ,
<END>,
<START>,
ಇ,
ಸಮೀಕ್ಷೆ,
ಕಾವ,
<END>,
<START>,
ವು,
ಅತ್ತೇತಿ,
ದೂರ್,
ರಚ,
<END>,
<START>,
ವು,
ವತ್ತೆತಿ,
ಆವಚ,
<END>,
<START>,
ಏರ್,
ಲಾರ್,
ಮ,
ಈ,
ಸಾಮಳ್,
ಮಲೋಚು,
<END>,
<START>,
ಅತ್ರಾಮ,
ಪೊಲೀಸ್,
ಜಾಗಾಪರ್,
